cid,stock,n,mean_iv,cv,span,mean_qty
14911,37495,7,85.3,1.2,515,8.6
14911,37503,12,21.9,0.84,225,5.2
14911,47559B,7,111.3,0.7,671,13.1
14911,47566,20,35.8,1.43,615,7.2
14911,47567B,8,94.0,0.59,661,6.8
14911,47568,5,36.2,0.57,147,6.6
14911,47570B,6,73.0,0.73,368,4.3
14911,47590A,13,59.3,0.78,599,7.5
14911,47590B,16,39.5,0.75,599,6.9
14911,47591D,30,25.2,1.06,720,8.1
14911,48111,9,76.9,1.21,620,2.0
14911,48116,5,93.5,0.83,375,5.6
14911,48129,22,34.4,1.01,730,3.0
14911,48184,12,61.5,0.95,682,5.0
14911,48185,9,59.9,0.64,483,3.3
14911,48187,27,30.2,0.79,737,2.9
14911,48188,22,32.5,0.82,660,3.0
14911,48194,16,45.1,0.69,684,3.0
14911,48197,5,45.0,0.89,181,3.2
14911,71053,10,58.7,0.94,535,7.6
14911,71459,19,37.1,0.83,679,20.8
14911,71477,10,54.3,1.33,494,7.2
14911,72741,9,75.0,0.96,603,22.0
14911,72760B,10,78.1,1.46,707,3.0
14911,72802B,7,96.7,0.61,582,8.7
14911,72802C,9,62.0,0.81,499,8.7
14911,72807B,7,86.5,1.02,523,5.1
14911,72807C,7,82.2,0.74,496,8.6
14911,72817,5,83.5,1.4,335,21.6
14911,79321,10,78.1,0.63,708,5.0
14911,79323LP,5,60.5,1.24,243,4.4
14911,82482,10,57.2,0.97,518,6.6
14911,82484,22,27.4,0.84,531,4.9
14911,82486,16,46.1,0.86,699,3.4
14911,82494L,17,38.6,1.06,626,7.4
14911,82582,5,87.0,1.25,350,13.2
14911,82600,8,91.7,0.56,645,17.2
14911,84029E,15,49.9,1.58,702,5.3
14911,84030E,7,66.2,1.27,399,6.3
14911,84032A,5,166.0,0.82,665,16.8
14911,84050,5,145.8,0.83,584,7.4
14911,84077,17,41.6,0.86,631,53.6
14911,84270,7,43.8,0.63,222,30.0
14911,84279P,9,76.4,0.89,615,6.2
14911,84347,7,71.8,1.59,434,12.0
14911,84375,12,38.6,1.21,429,14.0
14911,84378,19,40.1,1.03,692,12.6
14911,84380,18,37.1,0.79,600,36.7
14911,84509A,5,177.8,1.24,712,6.4
14911,84509B,7,114.2,0.96,686,5.7
14911,84509G,6,116.0,1.03,581,6.0
14911,84510A,7,118.3,1.03,712,10.0
14911,84520B,14,23.7,1.07,291,15.4
14911,84536A,8,81.9,0.76,576,16.0
14911,84580,11,70.0,0.92,704,4.5
14911,84596B,8,99.8,0.57,603,23.0
14911,84683,6,53.0,0.46,267,28.0
14911,84692,9,56.2,1.23,453,25.0
14911,84755,8,98.3,1.08,593,32.0
14911,84818,6,87.4,0.92,439,15.0
14911,84819,5,135.8,1.34,545,8.8
14911,84821,7,96.3,0.81,581,17.1
14911,84828,6,81.0,0.94,408,14.0
14911,84832,9,81.7,0.97,575,13.3
14911,84836,6,139.4,0.65,699,12.0
14911,84839,8,51.3,0.72,311,5.2
14911,84879,19,35.6,1.0,615,13.5
14911,84880,11,62.2,1.19,627,3.8
14911,84926A,5,32.5,0.75,132,24.0
14911,84945,10,62.9,0.7,508,32.4
14911,84946,15,50.6,1.2,714,14.4
14911,84947,5,95.0,1.28,382,15.6
14911,84949,9,86.1,1.13,693,10.0
14911,84968A,5,84.0,0.6,336,3.6
14911,84969,8,89.9,0.97,633,8.2
14911,84970L,7,115.5,0.95,696,13.7
14911,84970S,18,44.0,1.1,670,25.3
14911,84978,17,44.2,0.63,670,26.1
14911,84987,16,46.9,1.14,713,12.8
14911,84988,7,89.8,0.86,542,12.0
14911,84991,44,16.8,1.31,729,30.5
14911,84992,25,28.6,0.99,698,25.9
14911,84997C,6,114.8,1.04,577,9.3
14911,84997D,8,65.9,1.55,465,8.5
14911,85014A,15,44.4,1.16,584,4.0
14911,85014B,18,36.9,1.16,636,3.9
14911,85042,6,70.2,0.57,282,6.0
14911,85048,22,41.2,1.94,712,8.8
14911,85049A,10,74.6,1.4,674,15.6
14911,85049C,7,70.2,0.78,423,12.0
14911,85049E,7,107.5,0.54,645,17.1
14911,85053,15,20.3,0.59,292,7.2
14911,85065,5,51.0,0.62,205,3.4
14911,85066,10,74.2,1.15,671,2.6
14911,85099B,16,39.8,0.63,605,10.6
14911,85099C,8,66.7,0.74,470,11.2
14911,85123A,57,13.7,0.76,729,22.3
14911,85132A,5,49.5,0.49,199,1.8
14911,85132C,6,109.0,0.82,547,5.0
14911,85150,12,57.2,1.57,634,11.5
14911,85152,11,58.9,1.6,594,16.9
14911,85177,5,152.0,1.3,609,20.8
14911,85178,8,93.4,1.07,656,17.2
14911,85184C,5,92.5,1.03,371,6.0
14911,85216,7,28.5,0.46,174,18.9
14911,85232B,8,44.0,0.67,312,4.5
14911,85232D,11,72.3,1.07,726,4.4
14911,C2,145,6.1,1.03,728,1.0
14911,M,19,36.8,1.07,448,1.0
14913,22569,5,66.8,0.54,268,9.6
14915,22111,6,161.0,0.67,645,3.5
14918,22297,6,98.6,0.8,495,24.0
14918,48187,5,113.8,0.7,456,10.0
14936,21080,5,88.8,0.22,356,19.2
14936,21210,5,137.0,0.26,549,12.0
14936,21212,5,137.0,0.26,549,24.0
14936,21955,5,118.2,0.39,475,2.8
14936,22423,6,94.6,0.33,475,8.5
14936,22624,6,109.4,0.35,549,3.0
14936,22625,5,137.0,0.18,549,2.8
14936,48188,5,136.8,0.49,549,2.4
14936,48194,5,136.8,0.59,549,2.4
14936,84970S,5,128.8,0.82,517,14.4
14936,84978,5,136.8,0.72,549,12.0
14936,84991,5,137.0,0.26,549,24.0
14944,21175,6,128.5,0.42,516,19.0
14944,21181,6,110.2,0.44,443,16.0
14944,21498,5,141.2,0.29,566,35.0
14944,22193,5,85.2,0.46,342,3.2
14944,22469,5,95.8,0.94,383,23.2
14944,85123A,8,80.6,0.67,566,25.0
14961,20723,6,130.2,0.49,654,10.0
14961,20724,10,72.2,1.09,654,13.0
14961,20725,10,71.0,0.67,644,12.0
14961,20727,6,116.0,0.66,581,10.0
14961,20914,6,126.2,0.42,634,7.0
14961,21080,6,126.2,0.42,634,12.0
14961,21210,8,91.6,0.65,644,13.5
14961,21212,9,80.1,0.97,644,29.3
14961,21213,5,90.2,0.24,363,24.0
14961,21231,5,124.0,0.48,498,14.4
14961,21232,6,126.2,0.42,634,14.0
14961,21533,5,157.8,0.52,634,4.2
14961,21558,6,115.8,0.55,581,8.0
14961,21559,6,90.6,0.64,455,8.0
14961,21974,5,144.8,0.42,581,14.4
14961,21989,5,76.2,0.38,307,12.0
14961,22055,5,158.0,0.47,634,11.2
14961,22112,6,144.6,0.77,724,8.8
14961,22114,5,180.8,1.01,724,8.8
14961,22197,9,90.0,0.24,724,82.2
14961,22198,5,93.2,0.27,375,68.8
14961,22356,10,72.2,1.02,654,10.0
14961,22384,5,118.2,0.57,474,10.0
14961,22423,6,81.2,0.72,408,5.8
14961,22699,7,82.8,0.66,417,6.0
14961,22911,5,86.2,0.83,347,9.6
14961,84987,7,72.5,0.61,437,13.7
14961,84991,7,72.7,0.96,437,30.9
14963,21429,7,81.7,1.47,492,6.9
14963,21481,5,107.2,1.37,430,3.4
14963,22092,5,116.8,1.03,467,1.4
14963,22094,5,109.8,1.37,439,1.4
14963,22197,6,73.6,1.01,370,62.5
14963,22367,7,85.5,1.38,515,3.1
14963,47591D,10,56.9,1.07,515,4.6
14970,20685,6,81.6,0.33,410,10.0
14970,48138,9,73.9,0.41,595,12.2
14970,48187,8,84.4,0.56,595,10.0
14970,48194,7,92.8,0.5,560,10.0
14978,20685,6,93.4,0.71,469,1.7
14978,21524,5,129.0,0.35,518,1.8
14978,21955,5,108.5,0.3,436,1.8
14978,48138,9,64.4,0.71,518,3.9
14978,48173C,6,60.6,0.98,305,2.3
14978,48185,7,86.0,0.8,518,2.0
14978,48187,7,86.0,0.86,518,2.0
14978,48194,6,60.6,0.52,305,1.7
14987,21733,5,179.8,0.93,721,44.8
14987,85123A,7,119.5,1.29,721,62.9
15002,20725,5,96.0,0.81,385,9.6
15002,21754,7,96.3,0.73,580,3.6
15002,21755,5,144.8,0.55,580,4.6
15002,22470,6,83.2,0.78,418,5.8
15002,72351A,6,115.8,0.7,580,4.0
15002,72351B,7,96.5,0.83,580,4.1
15002,85123A,9,72.2,0.85,580,12.7
15003,21559,5,51.5,1.14,209,1.6
15003,21561,5,51.8,1.14,209,1.4
15003,22353,5,49.8,1.2,201,1.4
15003,22383,5,49.8,1.2,201,1.8
15005,20671,5,85.0,0.65,341,6.4
15005,20676,6,99.2,0.54,498,4.8
15005,20677,5,127.5,0.79,512,5.4
15005,20685,5,132.5,0.66,531,1.2
15005,20702,8,83.7,0.75,588,1.5
15005,20712,6,104.6,0.29,525,2.0
15005,20713,7,74.5,0.94,450,2.1
15005,20719,25,27.8,1.04,677,8.1
15005,20723,29,24.7,0.85,706,8.3
15005,20724,36,19.6,0.89,704,8.0
15005,20725,17,39.4,1.13,642,2.1
15005,20726,13,57.2,0.5,693,2.1
15005,20727,18,38.5,0.78,664,1.9
15005,20728,10,57.8,1.08,523,2.4
15005,20914,22,29.8,0.94,634,2.6
15005,20971,11,61.8,0.93,622,3.8
15005,20972,10,68.7,0.52,622,3.3
15005,21034,15,46.6,0.76,659,3.1
15005,21175,14,44.4,0.97,583,1.6
15005,21231,23,32.3,1.2,722,4.8
15005,21232,30,22.2,0.92,659,6.1
15005,21239,8,47.4,0.64,335,5.2
15005,21791,8,101.3,0.68,712,3.0
15005,21874,10,66.6,0.64,604,3.8
15005,21928,9,73.0,1.11,588,2.2
15005,21929,15,46.0,0.62,652,2.1
15005,21930,13,55.8,0.56,674,1.8
15005,21931,20,36.9,0.76,712,2.4
15005,21932,5,122.5,1.28,491,1.8
15005,21933,6,97.8,1.52,491,1.7
15005,22055,6,58.8,0.82,295,2.2
15005,22059,8,62.4,0.87,440,2.5
15005,22062,9,78.1,1.66,630,2.1
15005,22063,5,137.5,0.89,552,1.6
15005,22064,18,41.4,1.03,712,4.0
15005,22065,5,180.0,0.81,722,6.4
15005,22066,5,159.5,1.31,640,5.2
15005,22068,8,92.7,0.61,652,2.0
15005,22113,5,104.5,1.24,419,3.2
15005,22131,8,84.9,0.81,597,3.8
15005,22138,6,102.2,0.75,513,1.2
15005,22139,18,33.8,1.09,584,1.9
15005,22165,16,41.6,0.97,632,1.3
15005,22167,9,70.5,0.7,567,1.3
15005,22174,10,68.2,0.92,617,3.7
15005,22175,10,67.1,0.9,608,2.2
15005,22176,6,85.2,0.9,427,1.8
15005,22189,6,89.4,0.97,450,2.8
15005,22197,12,33.0,0.89,370,11.6
15005,22227,6,96.8,0.96,487,7.5
15005,22273,5,80.2,0.76,323,1.8
15005,22275,7,24.0,0.25,147,1.0
15005,22326,6,120.6,0.62,604,1.3
15005,22347,5,39.5,0.66,159,7.2
15005,22353,5,110.2,0.74,443,2.6
15005,22355,33,20.6,0.84,674,8.5
15005,22356,39,17.3,0.7,677,7.8
15005,22367,5,165.8,0.35,664,2.4
15005,22382,18,33.6,0.74,580,2.1
15005,22383,18,33.6,1.04,580,2.2
15005,22384,22,29.1,0.79,622,2.2
15005,22385,18,37.9,0.87,650,2.0
15005,22386,30,22.0,0.77,650,2.6
15005,22423,5,90.2,0.77,363,1.0
15005,22469,13,33.2,0.71,403,3.6
15005,22470,7,73.5,0.66,442,1.4
15005,22528,6,16.2,0.46,82,3.8
15005,22548,5,117.5,0.59,471,2.2
15005,22629,13,33.6,0.65,411,2.3
15005,22630,16,31.9,0.68,487,2.4
15005,22631,6,62.2,0.57,313,1.8
15005,22644,8,62.9,1.3,443,5.1
15005,22645,9,52.4,1.04,423,4.1
15005,22646,13,43.2,0.8,525,4.7
15005,22649,14,33.5,1.52,443,1.9
15005,22650,6,106.6,0.7,535,4.5
15005,22659,13,40.1,0.74,487,2.2
15005,22661,13,39.6,0.72,480,10.5
15005,22662,12,41.5,0.57,461,2.0
15005,22663,17,30.1,0.66,490,2.2
15005,22720,7,48.7,0.59,294,1.4
15005,22751,5,107.0,1.35,430,1.6
15005,22804,8,41.4,0.42,293,2.0
15005,22996,6,30.2,0.39,153,6.8
15005,22997,5,61.8,0.71,249,9.2
15005,22998,9,30.8,0.73,249,13.0
15005,23199,11,15.6,0.55,161,2.3
15005,23200,5,25.0,1.02,101,2.6
15005,23202,6,33.8,0.31,171,2.8
15005,23203,10,18.6,0.68,171,3.5
15005,23204,12,16.0,0.75,182,9.2
15005,23205,5,45.2,0.61,182,6.6
15005,23206,8,24.1,0.55,173,2.1
15005,23208,6,42.2,0.46,213,2.0
15005,23209,5,27.0,0.62,110,2.0
15005,23298,6,13.4,0.3,69,2.5
15005,23300,9,22.0,0.58,180,3.7
15005,23301,15,13.1,0.47,190,5.7
15005,23302,7,24.2,0.83,148,2.7
15005,35961,5,148.8,0.84,596,6.6
15005,37446,9,58.4,1.04,470,2.4
15005,37447,12,58.6,0.8,652,3.6
15005,37448,16,39.3,0.66,597,3.5
15005,37449,8,72.6,0.81,511,1.5
15005,37450,18,42.0,1.03,722,2.2
15005,37461,8,41.1,0.5,291,4.4
15005,37503,5,48.5,0.54,196,2.0
15005,47556B,5,67.8,1.15,273,3.0
15005,47559B,5,50.2,0.28,203,3.2
15005,47566,9,30.0,0.68,244,1.9
15005,47566B,8,62.9,1.2,442,2.6
15005,47591D,9,79.5,0.97,640,3.4
15005,48185,6,87.8,1.26,442,1.2
15005,48194,9,79.4,1.14,640,1.2
15005,72351B,6,66.2,0.85,334,2.0
15005,82482,18,41.1,0.84,706,3.9
15005,82483,18,40.5,0.79,698,1.9
15005,82484,5,79.0,0.72,318,1.8
15005,82486,16,45.6,0.79,690,1.6
15005,82494L,13,57.8,0.71,698,2.9
15005,82578,7,73.5,0.8,443,4.4
15005,82580,11,62.2,0.84,627,4.2
15005,82581,7,104.0,1.02,627,3.6
15005,82582,8,82.7,0.82,583,1.1
15005,82583,9,60.0,0.58,483,1.7
15005,82600,9,39.2,1.0,318,1.4
15005,84406B,8,68.1,0.81,479,2.5
15005,84507B,14,46.4,1.04,610,2.4
15005,84507C,18,35.4,1.03,610,2.7
15005,84508A,12,58.9,0.9,652,2.3
15005,84508B,9,67.9,1.2,547,2.2
15005,84534B,8,51.4,0.59,363,3.9
15005,84535B,15,50.0,0.57,706,5.8
15005,84536A,7,93.2,0.85,562,5.9
15005,84536B,9,66.1,0.71,532,6.7
15005,84596B,6,140.8,1.12,706,7.0
15005,84596G,6,111.8,0.5,560,7.5
15005,85099B,5,136.2,1.42,546,2.4
15005,85099C,23,30.0,0.5,674,2.3
15005,85099F,10,43.0,0.62,393,2.4
15005,85123A,29,23.3,0.62,664,3.9
15005,85152,13,45.8,0.98,554,1.1
15013,20974,5,37.2,0.31,151,9.0
15013,21122,5,47.0,0.66,189,1.4
15013,22083,6,37.4,0.32,189,1.7
15013,22087,5,32.2,0.36,130,1.8
15013,22088,5,40.0,0.25,162,2.2
15013,22090,7,31.2,0.52,189,3.6
15013,22333,7,31.2,0.61,189,5.1
15013,47566,5,28.5,0.48,116,3.6
15015,21429,7,36.7,0.67,223,3.4
15015,21431,5,55.2,0.51,223,3.0
15015,21726,5,30.5,0.17,124,7.0
15015,21826,5,36.5,0.19,148,4.0
15015,22236,5,36.5,0.81,148,3.4
15015,22383,5,42.5,0.87,172,4.0
15021,20992,6,97.2,0.73,489,4.2
15021,21733,5,87.8,0.56,352,1.6
15021,22111,5,95.2,1.21,383,1.0
15021,22350,5,117.2,0.86,471,2.4
15021,22457,6,97.2,0.53,489,1.3
15021,22470,6,97.4,1.3,489,2.5
15021,71038,7,56.2,0.63,341,2.1
15021,82482,11,42.0,0.71,383,3.5
15021,82483,7,63.3,1.05,383,2.4
15021,82494L,10,47.4,0.73,383,2.9
15021,85123A,7,81.0,0.62,489,2.7
15023,20685,11,66.6,0.52,671,1.5
15023,20711,6,79.6,0.31,399,3.5
15023,20718,5,143.0,0.59,574,4.4
15023,20727,6,91.0,0.49,455,3.3
15023,20728,7,104.7,0.78,631,3.6
15023,20914,10,67.9,0.66,614,3.1
15023,21523,6,114.4,0.53,574,1.3
15023,21535,5,57.5,0.43,231,2.8
15023,21559,5,103.2,0.86,414,3.4
15023,21754,5,90.5,0.37,363,3.2
15023,21755,7,60.3,0.4,363,2.6
15023,21876,5,111.8,0.61,448,4.2
15023,21929,5,80.0,0.44,321,3.0
15023,21955,5,76.2,0.41,307,1.6
15023,22131,10,67.8,0.57,614,3.2
15023,22147,5,125.8,0.78,505,3.6
15023,22382,5,86.8,0.25,348,2.6
15023,22383,6,107.2,0.83,539,3.5
15023,22384,9,56.6,0.43,455,4.6
15023,22386,5,101.0,0.74,405,4.2
15023,22423,7,82.8,0.72,501,4.0
15023,22457,5,99.2,0.44,399,11.8
15023,22464,8,71.1,1.49,501,10.5
15023,22465,5,99.0,0.85,397,14.4
15023,22470,10,59.8,0.52,540,13.4
15023,22692,7,82.3,0.56,495,1.6
15023,23300,5,41.2,0.49,165,6.6
15023,23301,5,41.2,0.49,165,6.2
15023,48129,12,60.6,0.39,671,1.8
15023,48138,8,63.7,0.71,448,1.8
15023,48187,6,122.4,0.4,614,1.3
15023,48188,9,83.5,0.36,671,1.8
15023,48194,10,74.1,0.38,671,1.6
15023,71053,5,105.5,0.67,423,3.6
15023,84997D,7,111.3,0.9,671,2.9
15023,85099B,8,68.6,0.47,482,4.1
15023,85123A,8,90.3,0.65,635,32.0
15024,22078,6,76.0,1.29,382,7.5
15024,22082,6,76.0,1.29,382,9.2
15024,22086,7,63.3,1.94,382,13.7
15024,22178,6,55.4,1.08,279,14.0
15024,22551,5,103.2,1.32,414,4.0
15024,22555,5,95.2,1.47,382,5.8
15024,22572,5,13.8,1.0,56,5.6
15024,22577,5,98.2,1.41,395,12.0
15024,84879,9,51.4,1.42,414,14.2
15028,21866,5,95.8,1.39,385,10.0
15030,22178,5,93.8,0.3,376,97.2
15031,21034,6,74.2,0.72,299,1.8
15031,21669,6,89.4,0.48,449,14.0
15031,21670,9,77.4,0.7,621,11.7
15031,21673,5,47.8,0.45,191,7.0
15031,22197,7,116.5,0.82,701,28.0
15031,22198,5,37.8,0.52,152,18.2
15031,22556,5,149.2,1.24,598,1.8
15031,85123A,5,37.8,0.52,152,11.2
15032,21931,5,86.2,0.34,347,120.0
15032,85099B,6,94.2,0.84,472,166.7
15032,85099F,6,94.2,0.84,472,150.0
15033,20914,5,54.5,0.19,220,2.8
15033,21034,5,38.0,1.04,154,1.2
15033,21891,5,50.2,0.67,203,2.8
15033,22620,5,50.2,0.67,203,2.6
15033,23206,5,45.0,0.56,182,1.2
15033,23301,5,50.5,0.63,203,3.6
15034,20723,5,85.5,0.48,344,5.2
15034,20724,5,85.5,0.48,344,6.4
15034,21754,5,123.5,1.06,496,1.8
15034,21843,6,20.2,0.33,103,2.2
15034,22185,5,105.8,1.38,425,11.4
15034,22197,8,79.4,1.24,561,60.1
15034,22355,5,85.5,0.48,344,5.4
15034,22382,5,55.0,0.4,223,4.8
15034,22470,5,126.2,0.96,507,12.2
15034,22567,5,85.5,0.36,344,4.6
15034,22726,6,80.0,1.27,403,4.2
15034,22727,6,80.0,0.8,403,3.7
15034,22728,6,77.6,0.69,390,5.0
15034,22730,5,97.2,0.74,390,3.8
15034,48138,5,85.5,0.43,344,1.4
15034,71459,5,136.5,0.8,548,16.8
15034,84836,5,136.5,0.81,548,25.2
15039,15056BL,12,46.4,1.2,516,4.2
15039,15056N,20,27.5,0.8,532,10.8
15039,15056P,6,97.6,0.72,490,1.8
15039,15058A,9,45.1,1.73,365,2.0
15039,15058B,8,53.6,1.31,378,1.6
15039,20674,11,35.9,0.75,363,6.0
15039,20675,15,26.7,0.96,381,5.9
15039,20676,18,35.7,1.31,615,7.9
15039,20677,16,26.1,0.94,399,7.6
15039,20679,18,28.2,0.77,486,3.6
15039,20685,9,34.2,0.9,276,1.2
15039,20711,11,31.0,0.43,316,11.8
15039,20712,18,25.8,0.79,447,9.3
15039,20713,15,31.1,0.59,442,12.0
15039,20725,11,63.2,1.03,637,8.9
15039,20726,12,39.7,0.61,442,3.8
15039,20727,9,69.5,0.66,561,5.9
15039,20728,7,71.8,1.18,433,3.3
15039,21033,13,26.6,0.78,323,5.2
15039,21035,8,82.6,1.67,582,4.4
15039,21041,7,96.5,1.7,582,4.4
15039,21080,25,21.7,0.74,532,6.7
15039,21086,7,85.8,1.24,518,4.9
15039,21094,8,75.4,1.14,532,4.6
15039,21166,7,27.3,0.92,166,2.7
15039,21172,9,51.2,1.18,413,2.0
15039,21175,7,115.2,1.06,693,3.0
15039,21210,11,56.4,1.07,568,6.7
15039,21212,9,48.8,0.55,394,3.2
15039,21213,8,55.7,1.17,393,5.6
15039,21215,7,52.2,1.03,316,2.3
15039,21231,12,55.9,1.43,621,2.5
15039,21232,22,33.7,1.16,719,2.6
15039,21238,22,20.0,0.77,428,6.1
15039,21239,21,26.2,1.1,532,6.3
15039,21240,18,22.3,0.63,387,6.2
15039,21241,6,20.2,0.82,103,8.3
15039,21242,11,40.4,0.99,408,6.2
15039,21243,9,41.2,0.91,334,6.8
15039,21244,7,54.5,1.02,328,7.6
15039,21245,6,36.4,1.28,183,4.8
15039,21313,9,45.4,1.23,322,28.2
15039,21355,5,150.2,0.86,602,3.6
15039,21390,5,131.2,0.18,527,9.8
15039,21428,17,25.4,1.17,414,2.4
15039,21430,27,26.9,1.56,715,15.7
15039,21479,5,45.5,1.15,184,7.0
15039,21523,14,33.5,0.85,442,1.4
15039,21535,11,62.5,0.99,629,1.5
15039,21539,11,28.2,1.12,287,2.2
15039,21557,8,28.6,0.65,202,1.8
15039,21563,7,75.7,0.92,457,2.7
15039,21564,17,34.1,0.73,553,2.2
15039,21621,10,50.3,1.11,457,4.2
15039,21668,5,85.5,0.74,343,6.6
15039,21669,7,68.8,0.6,416,6.7
15039,21670,7,58.3,1.43,353,5.3
15039,21672,8,42.7,0.91,302,6.1
15039,21673,7,58.2,1.09,353,5.7
15039,21733,10,54.2,1.91,491,3.2
15039,21755,7,73.3,1.68,443,1.6
15039,21777,14,25.8,0.82,342,3.1
15039,21907,8,50.6,0.95,357,1.8
15039,21908,8,71.6,0.7,504,2.6
15039,21922,9,41.2,1.97,334,3.9
15039,21928,15,27.5,0.67,393,10.7
15039,21929,12,28.8,0.67,323,10.0
15039,21930,25,23.0,0.78,566,9.0
15039,21931,24,17.2,0.71,408,10.9
15039,21933,8,54.7,0.98,386,3.2
15039,21936,11,43.8,0.97,442,2.2
15039,21937,9,44.9,0.92,365,2.3
15039,21974,7,50.0,0.8,302,7.4
15039,21975,5,79.2,0.91,317,3.0
15039,21977,7,45.5,0.56,275,2.0
15039,21987,6,78.2,1.43,393,4.0
15039,21988,6,78.2,1.42,393,3.7
15039,21989,13,34.0,1.6,413,4.9
15039,22064,16,39.3,1.14,596,2.9
15039,22067,11,59.0,1.14,596,3.3
15039,22084,7,44.7,1.15,271,3.9
15039,22087,17,21.1,0.95,345,15.7
15039,22088,7,58.0,1.41,351,8.4
15039,22089,5,12.0,0.82,51,4.6
15039,22090,12,41.7,1.35,464,12.9
15039,22111,6,72.2,1.58,364,6.2
15039,22151,10,73.4,0.54,665,25.5
15039,22158,7,13.3,0.87,82,12.6
15039,22171,16,16.7,0.84,258,6.9
15039,22197,24,20.2,1.38,476,31.4
15039,22198,5,43.0,0.39,174,3.4
15039,22219,5,20.2,0.43,83,5.8
15039,22242,9,40.4,1.36,327,1.4
15039,22243,6,54.6,0.93,275,1.2
15039,22271,5,6.5,0.28,28,2.4
15039,22273,6,19.4,1.33,99,3.0
15039,22297,5,76.5,0.41,307,32.4
15039,22315,12,33.3,0.81,372,1.5
15039,22316,8,55.7,1.51,393,1.4
15039,22354,8,79.3,1.48,559,4.8
15039,22365,10,63.6,1.17,576,1.3
15039,22366,8,56.9,1.08,401,1.2
15039,22371,6,52.4,1.62,264,1.8
15039,22375,5,64.5,1.11,260,1.0
15039,22376,5,65.2,1.39,264,2.0
15039,22382,11,65.4,0.76,658,4.9
15039,22383,16,37.4,0.77,568,5.7
15039,22384,11,64.6,0.98,651,6.4
15039,22385,18,25.9,0.67,447,9.6
15039,22386,25,17.4,0.85,428,12.8
15039,22411,34,12.5,0.59,428,14.9
15039,22414,11,26.4,0.95,269,1.4
15039,22417,5,63.0,0.65,253,2.6
15039,22423,18,29.8,0.81,513,6.6
15039,22424,34,16.3,0.91,554,2.1
15039,22435,12,47.3,0.63,525,7.7
15039,22437,8,78.6,0.89,553,9.1
15039,22469,6,41.8,0.91,212,4.7
15039,22470,8,29.9,1.09,212,3.9
15039,22499,6,61.0,0.97,307,3.3
15039,22513,14,28.0,1.24,370,1.4
15039,22553,9,57.1,0.63,460,1.2
15039,22580,6,16.0,0.76,82,3.3
15039,22624,11,30.4,1.25,308,2.9
15039,22633,5,92.8,1.48,372,4.6
15039,22644,11,48.8,0.43,491,1.8
15039,22645,10,18.0,1.41,167,2.7
15039,22646,5,50.2,1.12,202,3.8
15039,22649,7,79.5,0.81,479,1.1
15039,22650,6,102.0,0.95,513,5.2
15039,22662,5,96.2,1.06,386,3.8
15039,22663,9,45.9,1.05,371,9.4
15039,22668,5,80.2,0.37,323,5.0
15039,22670,11,39.4,0.76,399,2.6
15039,22676,10,45.3,0.77,412,1.8
15039,22690,6,35.4,0.64,178,1.2
15039,22692,16,21.5,0.9,329,1.5
15039,22720,6,61.2,0.76,308,1.2
15039,22771,9,28.6,0.6,231,18.6
15039,22772,10,24.6,0.7,225,9.4
15039,22775,9,46.0,1.0,372,10.3
15039,22795,11,39.5,1.42,400,4.8
15039,22851,7,58.2,0.92,351,3.0
15039,22890,5,55.8,1.31,224,1.2
15039,22910,5,95.8,0.87,384,2.8
15039,23199,10,16.7,0.65,153,10.2
15039,23200,9,16.4,0.78,134,9.1
15039,23201,8,18.6,0.53,133,10.0
15039,23202,8,16.0,0.37,115,12.5
15039,23203,11,19.4,0.89,198,7.8
15039,23206,12,18.7,0.9,209,4.2
15039,23209,6,40.4,0.57,205,3.8
15039,23298,8,11.9,0.43,86,4.1
15039,23321,6,33.4,1.08,168,5.5
15039,23322,7,27.8,1.1,168,2.7
15039,35400,7,10.3,0.48,65,2.0
15039,47566,15,35.3,1.05,500,48.5
15039,47566B,10,72.8,0.97,659,2.8
15039,47585A,6,73.6,1.13,370,1.8
15039,47586A,5,96.0,0.57,385,1.4
15039,47590B,5,167.8,0.89,673,2.4
15039,47599A,10,24.9,0.54,230,5.7
15039,47599B,12,20.4,0.68,230,4.8
15039,48188,6,22.0,0.7,112,1.2
15039,71053,36,16.6,0.94,595,6.5
15039,71477,5,90.5,0.92,364,8.8
15039,82483,6,74.0,0.95,372,2.5
15039,82484,12,37.5,0.97,420,2.4
15039,82486,14,40.4,1.34,530,3.8
15039,84029G,5,61.0,1.23,245,2.0
15039,84050,5,153.8,0.86,617,6.4
15039,84212,6,71.2,0.88,357,329.7
15039,84313B,9,37.1,1.37,300,2.0
15039,84406B,12,25.1,0.9,281,2.1
15039,84795B,5,82.0,1.55,330,3.2
15039,84795D,5,8.8,0.35,36,3.0
15039,84987,5,96.0,0.58,386,7.0
15039,84988,17,31.9,0.61,519,14.8
15039,84991,6,63.6,0.84,319,2.3
15039,84997A,9,62.0,1.65,499,2.6
15039,84997B,14,40.6,1.01,532,2.9
15039,84997C,12,18.1,0.62,203,2.4
15039,84997D,13,29.8,1.38,363,2.8
15039,85099B,29,15.7,0.9,456,11.6
15039,85099C,26,20.0,0.79,513,12.3
15039,85099F,18,23.8,0.72,413,10.6
15039,85123A,10,56.1,1.27,510,18.3
15044,20685,5,163.8,0.77,657,1.8
15044,20711,12,45.5,0.51,505,8.4
15044,20971,7,68.8,0.6,415,6.6
