cid,stock,n,mean_iv,cv,span,mean_qty
15998,21238,8,67.6,0.46,476,3.1
13875,22355,9,73.4,0.46,588,11.1
16401,21584,5,62.8,0.46,253,6.6
16401,20726,10,52.9,0.46,479,10.9
16401,20725,11,50.6,0.46,510,17.5
17802,85049C,7,106.8,0.46,644,2.9
14606,21238,11,60.2,0.46,608,2.6
12510,POST,6,117.8,0.46,592,4.3
13178,20728,17,42.4,0.46,687,17.1
15998,48129,10,76.3,0.46,692,1.3
14035,22151,5,140.5,0.46,565,21.2
14032,22713,5,93.8,0.46,378,12.0
16341,20972,5,145.5,0.46,584,24.0
14112,22355,6,105.8,0.46,531,11.7
13097,22499,5,130.5,0.46,523,2.0
16523,22384,6,102.0,0.46,513,13.3
12839,21871,5,146.2,0.46,587,12.0
16029,22779,8,30.6,0.46,217,109.0
15660,22423,5,147.8,0.46,593,1.4
16029,22174,7,56.0,0.46,224,154.3
12553,22435,5,103.2,0.46,415,12.0
16013,85123A,18,41.0,0.46,622,265.0
16556,21524,8,89.9,0.46,633,2.0
16011,22771,7,63.7,0.46,385,15.4
12867,21871,8,99.0,0.46,696,9.8
16011,22077,7,63.8,0.46,385,9.9
17519,21094,11,66.3,0.46,669,45.8
14527,22670,5,108.8,0.46,436,1.8
12867,22662,5,100.8,0.46,404,3.2
15640,21210,7,119.7,0.46,720,17.1
15998,84559A,6,119.8,0.46,602,3.0
13110,82483,8,90.6,0.46,637,2.5
14040,48184,6,123.6,0.46,620,2.2
12872,85123A,11,40.5,0.46,409,12.3
16705,21535,9,85.9,0.46,691,13.3
13110,82486,8,90.6,0.46,637,3.0
13090,22139,6,78.2,0.46,393,18.2
14911,20750,9,84.5,0.46,679,7.3
16652,21166,6,114.2,0.46,573,48.0
17841,22221,5,161.8,0.46,647,2.0
13097,22627,5,133.8,0.46,537,2.2
13097,21657,5,97.0,0.46,389,1.4
14056,22725,7,44.5,0.46,268,2.3
17841,22989,5,72.5,0.46,292,1.0
12937,21980,5,176.5,0.46,707,14.4
17428,21212,5,90.0,0.46,362,24.0
16686,85227,5,130.8,0.46,525,2.0
16550,20675,5,66.0,0.46,265,11.2
17954,21086,5,81.0,0.46,325,7.4
15719,22077,10,34.1,0.46,310,2.9
12437,84077,5,89.2,0.46,358,48.0
15601,21507,8,80.0,0.46,483,12.0
14646,22078,8,100.6,0.46,707,142.5
16327,21157,5,72.8,0.46,293,8.8
15521,84997B,7,81.5,0.46,491,6.3
13510,20972,6,124.0,0.46,623,12.0
16550,21977,5,66.0,0.46,265,24.0
16327,21231,6,101.4,0.46,509,5.0
15719,22384,9,42.8,0.46,344,1.8
13488,20749,5,91.0,0.46,366,3.2
16705,85123A,11,68.6,0.46,691,61.1
14646,23173,5,48.2,0.46,195,19.2
13468,20829,5,122.2,0.46,490,8.0
15544,22331,5,130.5,0.46,524,8.0
14688,22197,5,73.8,0.46,297,14.4
18257,85099B,7,102.8,0.46,619,15.7
13330,22386,5,140.2,0.46,562,12.0
16327,22355,10,57.9,0.46,526,13.4
13394,21238,7,97.2,0.46,585,8.0
15727,20754,5,108.2,0.46,435,3.0
15606,22726,5,54.2,0.46,219,12.0
16873,22207,7,110.3,0.46,663,8.0
16327,22348,11,70.4,0.46,711,9.7
15547,21259,6,86.4,0.46,433,1.8
13291,85123A,7,29.7,0.46,182,7.7
13081,21238,8,83.4,0.46,587,11.0
13081,21224,7,110.5,0.46,665,17.1
12472,22077,9,70.0,0.46,565,24.0
13081,21984,8,94.7,0.46,665,30.0
12937,21985,5,176.5,0.46,707,14.4
13542,48129,15,24.8,0.46,352,2.5
15785,22383,7,87.7,0.46,528,10.0
13178,21934,5,61.5,0.46,249,10.0
13756,21069,6,52.6,0.46,266,12.0
13743,22561,5,63.5,0.46,256,24.0
13743,22493,5,63.5,0.46,256,19.2
12980,35004C,8,53.7,0.46,379,45.0
17692,21870,8,44.1,0.46,313,17.5
13089,21499,6,106.4,0.46,534,25.0
13001,21174,8,104.0,0.46,731,11.0
13001,21867,6,87.6,0.46,439,13.0
14849,84879,16,37.5,0.46,568,29.0
13694,23201,6,38.6,0.46,194,150.0
16770,21535,5,51.8,0.46,209,1.0
13668,22423,5,59.0,0.46,238,8.0
16407,82483,5,104.5,0.46,419,1.8
15443,82583,5,150.0,0.46,601,2.2
15453,22804,5,46.0,0.46,185,1.2
15453,82482,5,46.0,0.46,185,1.4
14849,21121,10,66.1,0.46,599,26.4
12477,22244,5,130.2,0.46,522,40.8
15498,48185,9,79.5,0.46,638,14.4
13564,22386,16,17.7,0.46,275,10.6
13564,22411,10,28.6,0.46,261,10.0
16303,20728,5,128.2,0.46,515,16.0
15719,20979,6,127.0,0.46,638,1.8
16549,22557,9,26.0,0.46,212,1.1
14606,85169A,5,124.2,0.46,499,3.4
15615,20719,6,99.4,0.46,497,10.0
16550,82581,7,68.2,0.46,411,4.7
14606,84050,6,123.6,0.46,620,1.3
15456,71477,5,78.8,0.46,316,4.4
17389,22666,8,33.3,0.46,234,138.0
16303,20726,6,120.4,0.46,605,16.7
16393,22374,10,66.8,0.46,605,2.3
17416,20725,6,100.2,0.46,502,13.3
14426,22624,5,136.0,0.46,545,3.2
14258,48194,6,122.0,0.46,612,13.3
14239,84970S,5,111.0,0.46,446,12.0
16558,85099B,12,49.0,0.46,544,10.2
15059,82551,8,98.4,0.46,692,2.0
12714,84879,5,122.8,0.46,493,24.0
14911,84683,6,53.0,0.46,267,28.0
12726,POST,11,59.0,0.46,595,1.6
15061,48194,8,28.6,0.46,203,48.8
14194,23208,5,47.5,0.46,191,10.0
14194,22411,11,62.5,0.46,627,10.0
12601,POST,6,42.4,0.46,214,1.0
16907,82486,5,58.5,0.46,235,2.8
12727,POST,10,80.0,0.46,644,4.3
12598,22556,5,108.0,0.46,434,14.4
14502,22077,6,55.4,0.46,279,2.3
14191,23201,9,24.2,0.46,198,12.2
12598,22554,5,108.0,0.46,434,14.4
12598,22551,5,108.0,0.46,434,16.8
16768,21232,6,91.4,0.46,460,8.5
12594,20719,5,113.2,0.46,454,34.0
12748,21213,5,148.8,0.46,597,2.2
14258,84880,5,137.0,0.46,550,14.4
12594,20712,5,91.8,0.46,369,12.0
12647,22427,5,119.2,0.46,478,3.0
16126,22454,5,53.8,0.46,216,8.4
17365,21328,5,115.5,0.46,464,6.8
12678,22551,6,107.4,0.46,539,65.0
12678,22555,5,134.5,0.46,539,58.8
16168,22457,5,128.0,0.46,513,9.6
12678,22556,6,107.4,0.46,539,65.0
15005,23208,6,42.2,0.46,213,2.0
14415,22411,18,38.5,0.46,663,5.4
14388,22423,11,50.1,0.46,505,1.5
12682,22080,5,73.2,0.46,295,12.0
14334,20982,5,86.8,0.46,349,12.0
12683,22423,5,130.8,0.46,525,10.4
12662,22242,5,60.5,0.46,244,14.4
12662,20750,10,53.4,0.46,485,2.6
12705,21931,5,122.5,0.46,491,10.0
14298,84950,7,87.7,0.46,529,42.9
14298,84692,7,98.5,0.46,594,200.0
12705,85049C,5,122.5,0.46,491,12.0
14944,22193,5,85.2,0.46,342,3.2
14298,20719,14,45.5,0.46,600,32.1
12662,20675,5,140.8,0.46,564,8.0
17029,85099B,7,91.8,0.46,553,142.9
16126,22452,5,53.8,0.46,216,9.6
15129,22112,13,45.1,0.46,547,36.0
17428,22072,5,61.8,0.46,249,13.6
17001,85099B,14,47.5,0.46,623,20.7
17323,22356,6,135.4,0.46,679,9.3
16814,22771,9,45.0,0.46,365,24.4
15129,22360,5,76.0,0.46,306,9.6
14961,22055,5,158.0,0.47,634,11.2
15358,22567,6,86.2,0.47,433,12.0
15752,22385,5,89.8,0.47,361,4.2
13871,21314,9,83.8,0.47,674,16.9
15550,84755,5,154.5,0.47,619,20.8
16558,22708,6,95.8,0.47,480,29.2
13178,20681,5,98.5,0.47,395,6.0
12708,21671,6,98.6,0.47,495,12.0
15898,48116,7,30.5,0.47,185,1.7
13081,20963,10,63.9,0.47,579,21.0
12924,84946,5,109.5,0.47,440,68.4
15727,20751,6,114.8,0.47,577,4.0
15159,22041,9,26.5,0.47,215,9.3
12935,21217,5,100.5,0.47,403,1.2
13815,22356,6,128.2,0.47,642,18.3
12583,21559,9,90.9,0.47,730,12.7
17338,22970,5,54.2,0.47,218,6.8
16945,21232,5,146.8,0.47,588,12.0
14298,85230F,8,43.7,0.47,310,57.0
14415,21931,13,51.5,0.47,622,7.2
17511,20963,7,37.7,0.47,230,11.4
14713,21918,10,46.8,0.47,425,9.3
16525,85123A,8,88.6,0.47,624,36.0
15059,21907,9,70.0,0.47,563,2.3
13050,21231,6,69.0,0.47,348,10.7
14194,21175,5,136.5,0.47,548,12.0
15719,84536B,7,87.7,0.47,529,2.1
14606,21165,7,89.5,0.47,540,1.1
17338,22747,7,67.0,0.47,404,2.9
15358,22077,13,47.2,0.47,572,14.8
12415,22544,5,115.0,0.47,462,201.6
17865,21164,9,80.4,0.47,566,12.0
12494,21843,5,94.2,0.47,379,2.0
12709,22489,6,102.0,0.47,511,36.7
15358,22149,6,71.0,0.47,357,6.0
13048,20728,8,94.9,0.47,667,12.5
14606,21445,7,57.0,0.47,344,28.6
16550,21356,5,143.0,0.47,573,5.6
15867,22109,7,89.8,0.47,542,3.6
14606,84993B,9,23.9,0.47,194,4.9
17682,20726,9,78.6,0.47,631,15.6
15394,21843,6,89.8,0.47,361,3.0
12399,POST,7,87.3,0.47,525,1.1
14227,85099F,8,83.1,0.47,584,11.2
14849,84992,11,48.0,0.47,485,28.4
16782,82494L,8,32.9,0.47,234,2.1
18223,22414,8,68.4,0.47,482,2.5
14239,22411,5,133.5,0.47,535,10.0
15856,21908,9,56.5,0.47,456,13.1
17757,21086,10,64.0,0.47,582,4.2
16746,23202,5,45.2,0.47,182,12.0
16186,20974,10,62.7,0.47,568,26.4
14298,22464,6,66.6,0.47,336,16.0
17340,21874,13,49.3,0.47,598,13.8
13001,85123A,5,178.0,0.47,713,17.2
15159,20726,5,106.2,0.47,427,16.0
14646,23192,5,48.2,0.47,194,57.6
15005,23301,15,13.1,0.47,190,5.7
17652,20914,7,42.2,0.47,255,8.3
13001,21931,11,46.1,0.47,465,10.0
12415,22620,5,115.0,0.47,462,140.0
17858,82483,12,65.5,0.47,727,6.0
12472,20676,6,81.0,0.47,408,10.7
17511,20960,7,37.7,0.47,230,11.4
17511,22061,6,144.0,0.47,721,15.3
18016,22659,5,82.2,0.47,331,3.8
16327,85199L,5,161.8,0.47,648,5.8
18245,22024,6,97.8,0.47,491,14.0
13081,21621,5,117.8,0.47,472,7.2
13468,21175,5,153.2,0.47,614,9.6
13593,82482,5,102.5,0.47,411,6.0
16899,20725,5,94.0,0.47,377,4.6
15164,21385,5,111.5,0.47,448,5.2
16335,21034,6,36.4,0.47,184,2.2
15023,85099B,8,68.6,0.47,482,4.1
14210,20754,6,94.8,0.47,475,7.0
14606,21947,5,53.8,0.47,216,1.4
18226,85123A,5,58.0,0.47,235,12.4
16670,85123A,7,97.0,0.47,584,6.0
15164,22295,5,111.5,0.47,448,3.6
15856,84050,12,61.5,0.47,680,78.0
13593,82494L,5,102.5,0.47,411,7.2
14895,22178,6,108.4,0.47,544,30.0
14646,20971,6,121.2,0.47,608,144.0
13993,21669,5,124.0,0.47,498,21.6
14049,22383,7,78.7,0.47,474,8.7
16076,22138,5,51.0,0.47,205,9.0
16455,22147,6,111.0,0.47,556,16.0
13206,21507,5,65.2,0.47,262,12.0
17338,20679,6,90.2,0.47,453,2.2
17365,21829,5,156.2,0.47,626,50.4
14388,22328,8,69.7,0.47,490,6.0
13527,21755,7,107.8,0.47,650,2.7
14535,82494L,5,148.0,0.47,593,4.8
14546,20725,6,125.4,0.47,629,3.0
14049,20728,7,78.7,0.47,474,9.1
18075,84970S,6,87.4,0.47,438,16.0
15716,21754,5,58.8,0.47,237,3.0
13089,21668,10,68.2,0.47,619,15.6
14911,21983,5,160.0,0.47,642,28.8
16779,22412,5,112.5,0.47,450,26.4
13050,82484,10,63.7,0.47,578,2.3
12731,23007,5,57.0,0.47,230,10.8
16085,84077,5,151.8,0.47,608,48.0
13078,82001S,11,66.3,0.47,667,26.2
14049,22662,7,78.7,0.47,474,10.0
16059,84970S,5,123.8,0.47,497,10.6
14057,20750,5,122.0,0.47,490,4.0
16684,22960,6,63.8,0.47,321,52.0
13206,40016,5,65.2,0.47,262,19.2
13542,21034,6,50.2,0.47,253,1.0
12681,22302,6,140.2,0.47,704,10.0
16719,17003,5,166.2,0.47,667,63.6
15518,21212,5,125.5,0.47,504,24.0
15093,84879,10,74.7,0.47,677,121.6
13081,84378,8,94.6,0.47,665,12.0
17841,22670,5,64.5,0.47,260,1.8
14056,22382,9,33.5,0.47,272,3.2
16612,85123A,6,140.2,0.47,703,7.0
18178,22355,6,65.0,0.47,327,10.0
15290,21210,5,105.5,0.47,423,24.0
14505,22383,5,127.8,0.47,513,4.2
14532,22365,5,102.8,0.47,412,1.2
14051,15056BL,11,34.9,0.47,353,27.3
12867,82482,7,91.5,0.47,551,6.9
12709,20675,5,152.5,0.47,611,18.4
16923,21166,6,111.6,0.47,560,7.2
15601,22433,6,73.8,0.47,296,7.0
13081,22616,8,62.0,0.47,437,48.0
18102,82484,26,29.0,0.47,533,230.8
14334,22469,6,72.4,0.47,365,32.7
14415,21843,9,64.8,0.47,522,1.2
14031,85114A,6,35.6,0.47,181,15.0
14415,23184,6,46.0,0.47,232,2.7
13097,37370,11,47.6,0.47,482,8.7
15356,22726,10,43.0,0.47,390,2.5
14031,15056P,7,36.5,0.47,222,4.3
15596,21843,5,99.5,0.47,398,2.2
16746,20723,7,87.2,0.47,525,10.0
12451,22551,5,126.2,0.47,507,24.0
18260,21212,5,77.8,0.47,312,24.0
12758,20728,5,154.8,0.47,621,30.0
14329,85066,5,88.2,0.47,354,2.4
14895,22720,5,65.0,0.47,260,3.0
12709,22423,8,82.7,0.47,582,25.6
12758,22355,5,154.8,0.47,621,22.0
15998,22562,5,110.2,0.47,443,2.6
14159,84596G,9,77.6,0.47,625,5.8
18223,85150,9,83.1,0.47,670,10.0
17180,21977,6,78.2,0.47,393,3.5
12748,21078,5,117.2,0.47,471,2.6
17139,22356,9,79.9,0.47,642,23.3
12540,22077,14,42.2,0.47,555,15.4
13269,82494L,7,81.8,0.47,494,13.7
14035,22219,5,78.0,0.47,315,8.8
17849,48185,6,83.0,0.47,416,2.2
18092,79000,9,74.1,0.47,597,242.7
14040,21733,11,41.9,0.47,424,9.8
14092,22431,7,104.7,0.47,630,6.6
16393,22629,11,50.7,0.47,510,6.1
15601,21519,14,43.8,0.47,532,17.1
15034,22355,5,85.5,0.48,344,5.4
18102,21623,16,43.5,0.48,440,323.0
13081,16161U,8,68.4,0.48,483,25.0
15521,22489,5,126.2,0.48,506,20.8
14817,C2,7,70.7,0.48,427,1.0
15199,47590B,7,79.5,0.48,480,6.9
12705,22328,7,86.0,0.48,518,10.3
14422,22464,6,116.6,0.48,585,12.0
13451,22585,8,85.3,0.48,601,5.0
14099,82600,9,59.9,0.48,482,6.6
13078,21067,5,53.5,0.48,216,16.8
14646,22846,7,66.0,0.48,399,7.4
15751,85214,5,53.8,0.48,217,2.4
14646,22149,8,109.0,0.48,655,71.5
15034,20724,5,85.5,0.48,344,6.4
17581,22664,5,102.8,0.48,413,5.0
13089,22801,6,69.8,0.48,351,10.7
12472,22333,5,136.0,0.48,546,9.6
15034,20723,5,85.5,0.48,344,5.2
13520,20750,7,66.0,0.48,398,3.1
13468,15060B,5,94.0,0.48,377,4.0
18225,21928,7,49.7,0.48,301,7.6
13527,22335,5,118.5,0.48,475,10.0
17913,21609,8,54.0,0.48,380,3.2
14735,22727,10,51.2,0.48,413,9.6
16556,22030,5,148.2,0.48,594,12.0
13451,21213,5,103.8,0.48,417,5.0
17160,21977,7,104.0,0.48,626,24.0
13081,22352,7,104.2,0.48,628,7.7
15555,82484,9,73.9,0.48,595,2.3
13319,22178,22,35.0,0.48,707,14.7
12683,21121,6,133.4,0.48,668,32.0
14796,21212,11,43.0,0.48,434,2.9
16327,22666,5,78.0,0.48,314,4.4
16809,22384,7,96.5,0.48,582,6.1
17428,20725,6,93.0,0.48,467,15.0
15719,22381,7,30.0,0.48,182,2.3
15601,22029,12,67.5,0.48,679,16.0
14709,20711,5,58.2,0.48,234,12.0
16327,84971S,10,74.1,0.48,671,14.2
13268,21172,6,45.4,0.48,228,4.3
12417,POST,19,40.1,0.48,730,2.6
15601,22815,6,47.0,0.48,237,20.0
15615,21917,7,86.2,0.48,519,30.9
16327,84970L,7,107.5,0.48,648,7.6
12682,21559,15,43.2,0.48,612,7.6
14156,21889,6,116.6,0.48,585,31.7
17858,21463,6,119.6,0.48,600,7.8
13081,85217,6,45.2,0.48,228,27.0
14711,82551,5,59.0,0.48,237,3.4
12681,21976,5,131.5,0.48,527,24.0
15615,20975,8,89.0,0.48,627,24.0
12683,21122,6,133.4,0.48,668,32.0
14329,21390,6,114.6,0.48,575,24.0
13081,22332,7,91.8,0.48,554,10.3
13324,22423,11,73.7,0.48,444,17.5
13451,20728,8,85.3,0.48,601,3.4
14646,84997C,8,97.1,0.48,684,81.0
14961,21231,5,124.0,0.48,498,14.4
15031,21669,6,89.4,0.48,449,14.0
14667,21623,6,111.8,0.48,560,1.3
12705,22326,7,86.0,0.48,518,14.6
12471,23155,7,35.0,0.48,212,18.9
14667,22082,7,105.0,0.48,633,6.3
13162,48194,5,44.8,0.48,180,10.0
14667,48173C,6,106.2,0.48,533,1.8
15194,84879,6,78.4,0.48,394,53.3
17511,16161U,6,83.6,0.48,419,25.0
14805,72741,5,141.8,0.48,568,14.4
17191,22095,7,98.5,0.48,595,7.7
13408,22748,8,54.7,0.48,386,16.5
16686,22562,5,131.0,0.48,525,1.2
13174,85123A,8,59.4,0.48,418,6.2
14101,22109,11,54.3,0.48,547,50.9
13408,21497,7,118.3,0.48,714,28.6
14422,84970L,5,146.0,0.48,585,12.0
17644,85099B,7,96.7,0.48,583,11.4
13081,22045,7,110.3,0.48,665,25.0
13081,22083,9,82.8,0.48,665,14.0
13081,22085,6,137.6,0.48,689,9.0
16177,21754,6,41.4,0.48,210,5.0
15555,22423,5,110.0,0.48,441,7.8
14680,21559,10,49.4,0.48,449,4.5
17050,20961,5,97.0,0.48,389,24.0
15465,21430,7,74.2,0.48,447,18.3
18170,21985,5,120.2,0.48,483,33.6
17576,22907,5,63.2,0.48,254,4.4
17406,21175,6,79.4,0.48,400,23.3
12731,23010,5,57.0,0.48,230,8.4
14189,22726,5,78.5,0.48,316,7.2
16013,22423,7,52.7,0.48,318,36.6
14560,22776,7,52.0,0.48,314,8.9
14562,82583,5,83.8,0.48,336,4.6
17511,46000S,6,45.6,0.48,230,22.0
13985,22131,7,65.0,0.48,393,9.4
15358,21544,5,160.5,0.48,644,12.0
17675,22585,7,83.5,0.48,503,18.9
17652,84596B,6,41.0,0.48,208,17.3
18225,85049E,5,163.8,0.48,656,16.8
15358,21726,6,95.0,0.48,477,14.0
14606,20828,15,17.9,0.48,257,1.2
13097,21314,8,86.4,0.48,608,5.1
17511,22384,6,106.2,0.48,533,100.0
13870,22585,5,135.0,0.48,541,16.8
13871,21754,6,125.0,0.48,626,3.5
16713,48138,8,72.3,0.48,509,1.2
14911,23207,7,35.6,0.48,181,10.0
14415,21668,5,80.8,0.48,325,8.4
14606,21452,5,132.2,0.48,530,1.2
12594,22466,6,84.2,0.48,422,16.0
12839,21931,11,57.2,0.48,575,10.0
12843,22469,5,48.5,0.48,196,15.6
15998,20685,12,63.2,0.48,702,1.5
16905,15056N,6,122.8,0.48,615,3.7
16701,21704,5,82.0,0.48,329,24.0
15640,22629,6,63.4,0.48,319,9.0
16923,22799,5,75.0,0.48,301,1.4
14911,21614,5,69.0,0.48,277,6.0
14145,15056BL,5,140.5,0.48,564,72.0
14031,85114B,9,42.1,0.48,341,10.2
17673,22436,5,120.8,0.48,484,10.0
17381,22619,5,85.5,0.48,344,45.0
16007,82482,6,94.4,0.48,475,2.3
15298,20914,8,90.6,0.48,638,9.0
12867,84991,7,57.8,0.48,349,4.6
16007,82486,6,94.4,0.48,475,1.7
17841,22631,5,88.5,0.48,356,1.2
17306,22616,13,32.3,0.48,393,627.7
15290,21136,5,64.5,0.48,260,22.4
15093,84077,10,78.9,0.48,713,288.0
17669,85099F,5,132.2,0.48,531,72.0
14056,22993,8,32.9,0.48,232,2.0
17625,72802C,5,145.8,0.48,584,4.0
12748,62018,7,141.8,0.48,569,1.4
18087,85123A,7,68.6,0.48,346,30.0
14056,22556,11,26.4,0.48,268,4.2
13137,21080,6,89.2,0.48,448,4.3
14045,20914,9,30.5,0.48,250,142.2
15159,22699,6,85.2,0.48,427,7.0
17612,21524,5,55.2,0.48,223,2.0
14527,22194,5,57.5,0.48,231,1.0
13097,21621,12,54.5,0.48,604,5.6
17238,21244,7,78.2,0.48,471,4.0
14415,21671,5,80.8,0.48,325,8.4
17612,84970S,5,116.0,0.48,465,12.0
16059,22470,6,91.2,0.48,458,5.2
14040,22271,6,109.0,0.48,548,2.0
15240,85123A,7,90.0,0.48,542,10.3
14156,84987,5,106.5,0.48,427,14.4
17673,21439,5,116.5,0.48,468,4.6
14911,10002,5,73.2,0.48,295,12.0
12347,84558A,6,72.4,0.48,364,26.0
17243,37503,6,40.6,0.48,204,2.3
14905,21181,5,125.0,0.48,502,14.4
18069,22384,5,132.2,0.48,532,2.0
14466,21974,5,173.8,0.48,696,12.6
15680,85123A,8,52.6,0.48,371,12.0
17511,21217,10,78.1,0.48,707,12.0
14849,22077,5,59.8,0.48,240,16.8
14849,22147,5,147.5,0.48,591,12.0
16033,21175,8,48.4,0.48,343,2.5
16125,21931,5,60.5,0.48,244,10.4
14849,22925,9,39.2,0.48,316,2.7
16705,22624,5,141.5,0.48,567,6.8
14258,48185,8,87.0,0.48,612,11.2
16409,20674,5,155.8,0.48,625,6.4
15633,21931,8,25.7,0.48,183,13.8
16782,22469,8,37.8,0.48,191,2.0
14257,20718,5,145.2,0.48,584,12.0
18036,22274,6,131.0,0.48,658,1.0
14451,20677,5,69.0,0.48,277,2.6
12779,22646,5,123.5,0.48,495,12.0
13623,85123A,6,104.8,0.48,527,2.7
17716,21672,6,122.2,0.48,613,26.0
17716,21673,6,122.2,0.48,613,26.0
14422,84970S,5,146.0,0.48,585,12.0
13069,21239,6,50.2,0.48,254,13.3
12709,20685,6,106.4,0.48,534,24.2
17389,22381,9,30.9,0.48,250,23.1
14099,22312,7,88.2,0.48,531,3.0
13542,48173C,11,34.8,0.48,352,1.9
14099,21870,5,114.8,0.48,461,6.0
13562,85099B,7,101.5,0.48,612,9.4
18229,22844,5,91.5,0.48,368,12.0
14099,21908,7,84.5,0.48,509,6.3
17719,22727,10,23.6,0.48,217,7.2
17220,84692,5,153.2,0.48,615,4.0
15159,22697,6,85.2,0.48,427,8.0
14258,85063,5,74.5,0.48,300,6.0
13562,85099F,7,101.5,0.48,612,9.4
15062,85099B,7,89.2,0.48,539,11.4
16125,21929,5,51.0,0.48,205,10.0
12623,POST,7,69.7,0.48,420,3.4
16839,84970S,6,117.4,0.48,589,144.0
15861,22355,8,108.7,0.48,653,5.6
18069,21899,5,127.8,0.48,512,1.8
16401,22557,11,49.3,0.48,450,11.9
12782,22620,5,97.0,0.48,390,14.4
17682,84879,5,59.0,0.48,237,9.6
17340,21326,8,90.0,0.48,633,40.5
16523,22411,10,34.3,0.48,313,21.0
16401,22554,10,49.3,0.48,450,13.3
16570,22460,7,81.7,0.48,492,24.0
12935,21500,6,99.0,0.48,497,25.0
15218,20685,7,101.0,0.48,608,8.0
13098,85123A,6,54.8,0.48,275,32.0
13098,84692,10,26.8,0.48,246,42.5
15867,21533,8,87.1,0.48,612,2.5
14085,22023,8,64.7,0.48,456,12.0
12949,22294,8,88.4,0.48,621,24.0
12720,85099B,5,122.5,0.48,491,14.0
15421,22411,7,102.8,0.48,620,8.9
16170,22350,7,82.0,0.48,495,6.0
16033,21902,5,85.2,0.48,343,4.2
14732,22771,7,61.3,0.48,371,22.3
14404,20727,9,64.8,0.48,521,14.0
13001,21156,6,87.6,0.48,439,7.7
13001,21930,9,65.2,0.48,525,9.8
16556,48184,8,89.9,0.48,633,2.0
15856,23159,5,48.0,0.48,195,12.0
14606,22466,7,93.2,0.48,561,1.0
12980,84078A,19,31.7,0.48,579,15.9
15615,20979,12,63.7,0.48,706,16.7
18223,15056N,12,59.3,0.49,657,3.5
12681,20685,6,52.4,0.49,263,4.3
12395,20719,7,78.7,0.49,475,11.4
18198,22469,5,65.8,0.49,264,25.6
12360,POST,6,114.2,0.49,573,2.7
16327,84978,8,74.4,0.49,526,9.2
17841,84313B,6,66.8,0.49,337,1.3
17059,48194,5,142.5,0.49,572,1.4
16161,20972,8,37.1,0.49,263,4.8
17085,22469,5,98.0,0.49,393,4.4
15856,20671,11,30.4,0.49,307,14.5
16713,22169,10,71.4,0.49,647,1.7
12621,22665,6,55.4,0.49,278,6.0
12971,21464,19,32.8,0.49,599,3.6
17085,22412,8,67.6,0.49,477,2.2
16208,85123A,5,90.8,0.49,363,7.6
12949,82600,6,109.4,0.49,549,12.0
18168,21232,9,46.5,0.49,376,23.8
12724,POST,7,87.8,0.49,530,1.9
16401,22383,13,43.2,0.49,524,12.9
12490,22352,6,127.0,0.49,637,7.0
12779,22059,6,139.4,0.49,699,24.0
16713,22728,6,69.0,0.49,347,1.8
15910,22098,5,134.5,0.49,539,3.0
12731,21524,8,88.9,0.49,624,10.0
15998,21080,9,74.8,0.49,602,6.6
16255,22851,5,53.0,0.49,213,3.4
12731,85014B,5,148.8,0.49,596,62.4
12910,22568,8,85.0,0.49,598,22.5
12747,82486,5,154.0,0.49,618,2.0
12877,21232,6,121.8,0.49,612,9.3
18075,22470,7,35.3,0.49,214,8.6
12872,85152,5,78.5,0.49,315,3.0
16007,20974,5,123.2,0.49,495,3.4
16007,20975,5,123.2,0.49,495,4.0
12748,22355,5,124.8,0.49,500,5.4
12867,22717,6,80.4,0.49,404,14.0
16996,22383,5,96.5,0.49,387,16.0
15850,21034,6,140.8,0.49,707,1.5
13089,21212,5,150.2,0.49,602,24.0
13001,82580,6,87.6,0.49,439,11.8
13018,20972,6,44.0,0.49,223,12.0
15719,21329,5,86.0,0.49,345,1.0
12415,22969,5,77.0,0.49,309,268.8
16327,84879,13,58.7,0.49,711,14.1
16150,84879,5,136.0,0.49,546,11.2
15719,22174,8,86.4,0.49,608,2.2
16743,84991,7,84.7,0.49,511,19.4
12682,22197,6,88.4,0.49,444,18.0
15719,22386,18,36.1,0.49,620,3.3
16940,85199S,5,137.8,0.49,553,15.4
13081,22382,10,71.7,0.49,650,14.0
16945,21931,14,50.6,0.49,611,12.1
12471,21976,7,58.0,0.49,351,24.0
16145,22077,9,67.5,0.49,543,13.3
15719,85099C,18,32.1,0.49,553,2.2
12471,22077,16,43.1,0.49,608,18.0
12836,22385,5,150.2,0.49,602,3.6
15722,90209B,5,123.0,0.49,494,40.8
15727,22197,11,66.3,0.49,668,21.2
13081,21843,5,150.5,0.49,603,3.8
18242,84879,6,124.6,0.49,625,29.3
16327,21558,5,177.2,0.49,711,3.4
15738,22315,5,115.2,0.49,463,12.0
17107,22383,5,160.5,0.49,643,27.0
16143,21430,6,89.0,0.49,447,5.3
15755,20914,7,120.3,0.49,725,6.9
12474,21915,9,68.5,0.49,552,12.0
12647,21154,5,167.5,0.49,672,22.0
15793,84879,6,144.2,0.49,723,69.3
15796,22795,5,46.2,0.49,186,5.6
13004,47591D,13,54.6,0.49,661,8.6
16126,21621,13,54.2,0.49,657,9.5
13491,48185,7,68.5,0.49,415,2.3
13097,22472,9,71.0,0.49,571,2.4
17581,79321,5,114.0,0.49,458,4.8
13576,82001S,12,63.3,0.49,701,24.0
